News_Org,Created_Dt,Text,Compound,Positive,Neutral,Negative,Tweet_Count
CBSNews,2018-09-29 17:39:37+00:00,"As uproar continues over NFL protests during the national anthem, some players are quietly working to enact changeâ€¦ https://t.co/ZWZp7Hlrms",-0.2263,0.0,0.905,0.095,34
CBSNews,2018-09-29 17:19:45+00:00,"New York Film Festival review: ""The Favourite,"" from Greek director Yorgos Lanthimos, is a cruelly funny period pieâ€¦ https://t.co/vpeqeVP5ZL",0.3182,0.245,0.602,0.153,35
CBSNews,2018-09-29 17:00:00+00:00,"North Korea says ""no way"" it will disarm nuclear weapons if it can't trust U.S. https://t.co/c3aPYpK9I2 https://t.co/nFRGAP2jJa",-0.7784,0.0,0.642,0.358,36
CBSNews,2018-09-29 16:39:34+00:00,"""If you didn't cooperate with him, you was going down"": Wrongfully convicted Chicago residents recall life under coâ€¦ https://t.co/ShnjHjvu3a",0.0,0.0,1.0,0.0,37
CBSNews,2018-09-29 16:19:41+00:00,Christine Blasey Ford's friend Leland Keyser says she doesn't remember 1982 house party but believes the sexual assâ€¦ https://t.co/v31N85nHPR,0.4497,0.189,0.811,0.0,38
CBSNews,2018-09-29 16:00:02+00:00,"Review: Orson Welles' ""The Other Side of the Wind"" was one of the most infamous unfinished films for decades. Doesâ€¦ https://t.co/QBvRtNyUgs",0.0,0.0,1.0,0.0,39
CBSNews,2018-09-29 15:19:34+00:00,"The Brett Kavanaugh and Christine Blasey Ford hearings drew more than 20 million viewers, an audience comparable toâ€¦ https://t.co/Yld5VtRIft",0.0,0.0,1.0,0.0,40
CBSNews,2018-09-29 15:02:12+00:00,Two Mississippi officers dead after shootout; wounded suspect in custody https://t.co/JPj3Iz4IGF https://t.co/Ilgd3wTLad,-0.7579,0.0,0.606,0.394,41
CBSNews,2018-09-29 14:29:48+00:00,"Marty Balin, founder of Jefferson Airplane, dies at 76 https://t.co/h2pY4wFzMr https://t.co/czhq7Es1nB",0.0,0.0,1.0,0.0,42
CBSNews,2018-09-29 14:09:31+00:00,"Prominent business leader Philip Trenary shot dead in Memphis; ""personal vendetta"" eyed https://t.co/FdqolZx65m https://t.co/hj5GrbwUNE",-0.4588,0.124,0.645,0.231,43
CBSNews,2018-09-29 13:49:37+00:00,"Brett Kavanaugh called the allegations against him a ""calculated and orchestrated political hit"" by Democrats and tâ€¦ https://t.co/mcS5Dfrnjp",0.0,0.0,1.0,0.0,44
CBSNews,2018-09-29 13:29:35+00:00,XXXTentacion murder: Surveillance video shows deadly ambush of rapper in Florida https://t.co/yCPns4rVOx https://t.co/fDvL79hwdj,-0.6908,0.0,0.719,0.281,45
CBSNews,2018-09-29 13:03:04+00:00,"See Tom Hanks as Mister Rogers in ""You Are My Friend"" https://t.co/nxKfa4SEqw https://t.co/BnjC7s4wrI",0.4939,0.211,0.789,0.0,46
CBSNews,2018-09-29 12:48:04+00:00,"Honda recall: Rear cameras and airbags lead to recall of Accord, Insight, Acura models https://t.co/mjnRRXcYhQ https://t.co/2kUxsM1If7",0.0,0.0,1.0,0.0,47
CBSNews,2018-09-29 12:33:10+00:00,National Guardsmen waved van around barricade blocking flooded road before 2 drowned https://t.co/p6FCW1mWa4 https://t.co/tMLYv6GLdH,-0.7579,0.0,0.629,0.371,48
CBSNews,2018-09-29 12:18:03+00:00,Video shows fight before fatal shooting of LSU basketball player Wayde Sims https://t.co/d5WzByQSBK https://t.co/uLMZ5DRCwg,-0.7269,0.0,0.663,0.337,49
CBSNews,2018-09-29 12:03:04+00:00,"Inmate denies murdering ex-roommate before execution, says ""but hey, whatever makes you happy""â€¦ https://t.co/aSAyLL9Ast",-0.5499,0.0,0.725,0.275,50
CBSNews,2018-09-29 11:56:04+00:00,Surveillance video shows deadly ambush of rapper XXXTentacion in Florida https://t.co/V6erW8N81k https://t.co/6DWORmrzux,0.0,0.0,1.0,0.0,51
CBSNews,2018-09-29 11:48:03+00:00,Man diagnosed with world's first human case of rat disease hepatitis E https://t.co/jjKTWo8MCZ https://t.co/8cBe53Ijq2,0.0,0.0,1.0,0.0,52
CBSNews,2018-09-29 11:33:03+00:00,Brett Kavanaugh's friend Mark Judge responds to Christine Blasey Ford testimony https://t.co/BONonEwNKU https://t.co/WtLW4xbepR,0.4939,0.211,0.789,0.0,53
CBSNews,2018-09-29 11:32:04+00:00,"Marty Balin, founder of Jefferson Airplane, dies at 76 https://t.co/VWYME73mGf https://t.co/0pAEvE9zHY",0.0,0.0,1.0,0.0,54
CBSNews,2018-09-29 11:24:06+00:00,Airline now says one passenger is missing after Micronesia lagoon plane crash https://t.co/O0j9W0N4Nd https://t.co/lSy7IR10qX,-0.5994,0.0,0.71,0.29,55
CBSNews,2018-09-29 11:18:04+00:00,Former Massachusetts state senator found dead before his corruption trial https://t.co/DAySakAVsS https://t.co/SWnt6i6aQY,-0.6486,0.0,0.719,0.281,56
CBSNews,2018-09-29 11:03:03+00:00,Paramilitary sect leader Deborah Green sentenced for child abuse in New Mexico https://t.co/jh5zn3ZZFL https://t.co/LKqisTc7DX,-0.6486,0.0,0.694,0.306,57
CBSNews,2018-09-29 11:02:06+00:00,Indonesia earthquake kills hundreds as quake triggers 10-foot-high tsunami https://t.co/87S88uA6aY https://t.co/jlVWVg1Dcw,-0.5423,0.0,0.741,0.259,58
CBSNews,2018-09-29 10:48:03+00:00,Boy Scouts recall neckerchief slides due to high lead content https://t.co/FIunyyMlLJ https://t.co/FtU8i9icir,0.0,0.0,1.0,0.0,59
CBSNews,2018-09-29 10:33:04+00:00,"Trump orders FBI to conduct ""supplemental investigation"" into Kavanaugh allegations â€” live updatesâ€¦ https://t.co/FRwNczPWyO",0.0,0.0,1.0,0.0,60
CBSNews,2018-09-29 10:18:03+00:00,Ted Turner reveals he's battling Lewy body dementia in exclusive interview https://t.co/h888oIdOoI https://t.co/nCEFAROWjN,-0.1531,0.103,0.753,0.144,61
CBSNews,2018-09-29 10:03:03+00:00,"""Murphy Brown"" stars on working with special guest Hillary Clinton https://t.co/1VxhprTItb https://t.co/mN7aEXzm99",0.4019,0.197,0.803,0.0,62
CBSNews,2018-09-29 09:48:03+00:00,Newer birth control pills tied to lower risk of ovarian cancer https://t.co/JxpBdlfx9V https://t.co/ifuFXea8qf,-0.8271,0.0,0.535,0.465,63
CBSNews,2018-09-29 09:33:04+00:00,IRS to retirees: Don't get caught by a tax surprise https://t.co/mQEU1VAF7p https://t.co/LgVBhW1W50,0.2732,0.174,0.826,0.0,64
CBSNews,2018-09-29 09:18:03+00:00,"West Virginia poverty gets worse under Trump economy, not better https://t.co/nLa4VtubGD https://t.co/Yzlo6OXZNp",-0.8319,0.0,0.505,0.495,65
CBSNews,2018-09-29 09:03:02+00:00,High schoolers sound off on Kavanaugh allegations and sexual assault https://t.co/iq7BF8A00J https://t.co/Fq7Gv8nbgW,-0.5859,0.0,0.743,0.257,66
CBSNews,2018-09-29 08:48:03+00:00,"William H. Macy and showrunner John Wells open up on Emmy Rossumâ€™s exit from ""Shameless"" https://t.co/vfydWXSoTP https://t.co/VS9pvV0MG5",0.25,0.111,0.889,0.0,67
CBSNews,2018-09-29 08:33:04+00:00,Christine Blasey Ford's attorneys release polygraph results on Kavanaugh allegations https://t.co/DwuiEmJETD https://t.co/anWIzIU4uH,0.0,0.0,1.0,0.0,68
CBSNews,2018-09-29 08:18:04+00:00,"California man is ""genuinely remorseful"" for role in 2016 election interference https://t.co/MyUpcqdm6j https://t.co/IORzKf8RRK",-0.2263,0.0,0.863,0.137,69
CBSNews,2018-09-29 08:03:03+00:00,"Wayde Sims, LSU basketball player, shot to death in Baton Rouge https://t.co/OoAUhvP2Rs https://t.co/d9jkkLgfNe",-0.5994,0.0,0.755,0.245,70
CBSNews,2018-09-29 07:48:03+00:00,Headless body found in fish tank identified as missing San Francisco homeowner https://t.co/OUec6QhWFm https://t.co/AUocdlZFjW,-0.296,0.0,0.855,0.145,71
CBSNews,2018-09-29 07:33:03+00:00,Jesuit order's America magazine urges withdrawal of Kavanaugh nomination https://t.co/ZvwBtYZmIh https://t.co/QuHWamkv2v,0.0258,0.099,0.901,0.0,72
CBSNews,2018-09-29 07:18:03+00:00,"Bill Cosby sued for unpaid legal bills of $282,000 https://t.co/RgyLp3u0fX https://t.co/MsZu9iZ2J0",0.128,0.13,0.87,0.0,73
CBSNews,2018-09-29 07:03:03+00:00,Facebook: 90 million accounts could be at risk from hackers https://t.co/7dPrWsoDmn https://t.co/tUgSWnqqWd,-0.2732,0.0,0.84,0.16,74
CBSNews,2018-09-29 06:48:03+00:00,"Donald Trump Jr. mocks Christine Blasey Ford over ""selective fear of flying"" https://t.co/gfdQXKJaNg https://t.co/SdI7wkdBbK",-0.7351,0.0,0.659,0.341,75
CBSNews,2018-09-29 06:33:03+00:00,Search for Maine skydiving instructor who disappeared in tandem jump https://t.co/YfuRhwV4tv https://t.co/lUwRLNfTHA,-0.2263,0.0,0.853,0.147,76
CBSNews,2018-09-29 06:18:03+00:00,Pentagon's top enlisted service member suspended amid misconduct probe https://t.co/pGZdKiZO7q https://t.co/FtknkIdQdD,-0.3182,0.129,0.647,0.223,77
CBSNews,2018-09-29 06:03:03+00:00,All passengers and crew escape plane crash in Pacific island lagoon https://t.co/GBbxtk2wdC https://t.co/RG8lsl5o1R,-0.25,0.11,0.714,0.175,78
CBSNews,2018-09-29 05:48:03+00:00,Texas man executed for running over girlfriend in jealous rage https://t.co/7NUDe5sOLd https://t.co/Aq5uoTmDh1,-0.765,0.0,0.602,0.398,79
CBSNews,2018-09-29 05:33:04+00:00,Brett Kavanaugh wrongly claimed he could drink legally in Maryland in high school https://t.co/nTXphtyPYb https://t.co/hlvkeiteqj,0.1027,0.091,0.909,0.0,80
CBSNews,2018-09-29 05:18:04+00:00,Hurricane Rosa expected to increase California surf as Kirk drenches Caribbean https://t.co/tVxVNbpmSb https://t.co/FR5wOTJe54,0.3182,0.161,0.839,0.0,81
CBSNews,2018-09-29 05:03:03+00:00,"Klobuchar says if she acted like Kavanaugh in his courtroom, ""he would have thrown me out"" https://t.co/QiSdRRTfk6 https://t.co/MjBgtyCPDU",0.3612,0.128,0.872,0.0,82
CBSNews,2018-09-29 04:48:03+00:00,Possible last witness sought after body found believed to be missing boy with autism https://t.co/Fbf8QEgWCb https://t.co/bS6CAL8Vz7,-0.296,0.0,0.872,0.128,83
CBSNews,2018-09-29 04:33:02+00:00,Man diagnosed with world's first human case of rat disease hepatitis E https://t.co/MxnHjSOcqi https://t.co/Km7ZKZstIV,0.0,0.0,1.0,0.0,84
CBSNews,2018-09-29 04:18:03+00:00,Former Massachusetts state senator found dead before his corruption trial https://t.co/nUdCHJlQoO https://t.co/ALKYFdrKob,-0.6486,0.0,0.719,0.281,85
CBSNews,2018-09-29 04:03:03+00:00,"Trump orders FBI to conduct ""supplemental investigation"" into Kavanaugh allegations â€” live updatesâ€¦ https://t.co/C7CMG7L1Na",0.0,0.0,1.0,0.0,86
CBSNews,2018-09-29 04:00:28+00:00,"Michelle Obama urges voters to ""take their power back"" at registration rally https://t.co/XWIYXwORGl https://t.co/tHOw6OjoFY",0.0,0.0,1.0,0.0,87
CBSNews,2018-09-29 03:48:04+00:00,F-35B military plane crashes in coastal South Carolina https://t.co/kWU2OpjUcH https://t.co/hVzuEZiSAl,0.0,0.0,1.0,0.0,88
CBSNews,2018-09-29 03:33:02+00:00,Brett Kavanaugh's friend Mark Judge responds to Christine Blasey Ford testimony https://t.co/BONonEOp9u https://t.co/PhA0bfTQG4,0.4939,0.211,0.789,0.0,89
CBSNews,2018-09-29 03:18:03+00:00,IRS to retirees: Don't get caught by a tax surprise https://t.co/od7AL4oPvO https://t.co/P27NCbflWV,0.2732,0.174,0.826,0.0,90
CBSNews,2018-09-29 03:16:06+00:00,Judge's ruling enables Kentucky's last abortion clinic to stay open https://t.co/EV98PxpI6E https://t.co/tTlvV9zZcx,0.0,0.0,1.0,0.0,91
CBSNews,2018-09-29 03:09:58+00:00,Behind the scenes of Jeff Flake's decision to call for an FBI probe into Kavanaugh allegationsâ€¦ https://t.co/QGaLAQ9hcp,0.0,0.0,1.0,0.0,92
CBSNews,2018-09-29 03:03:03+00:00,"""Boofed,"" ""Devil's Triangle,"" ""FFFFFFourth of July"": How Brett Kavanaugh explained his yearbook jokesâ€¦ https://t.co/iFqsX2lu1f",0.0,0.0,1.0,0.0,93
CBSNews,2018-09-29 03:00:27+00:00,Body found of skydiving instructor who disappeared during tandem jump https://t.co/h9sbHelUNR https://t.co/lvbjSUjyul,-0.2263,0.0,0.853,0.147,94
CBSNews,2018-09-29 02:44:45+00:00,Oregon community honors delivery man with parade and statue https://t.co/kyD9VrnFKp https://t.co/xWVF5Nf0WE,0.5106,0.248,0.752,0.0,95
CBSNews,2018-09-29 02:24:30+00:00,"New trial ordered in ""Stairway to Heaven"" copyright lawsuit https://t.co/FmDORxM8i3 https://t.co/MadLtisjoV",0.34,0.232,0.634,0.134,96
CBSNews,2018-09-29 02:04:45+00:00,U.S. evacuates consulate in southern Iraq following attacks blamed on Iran-backed militias https://t.co/VdylB04PXO https://t.co/Ru73dqPHIo,-0.7184,0.0,0.667,0.333,97
CBSNews,2018-09-29 01:44:53+00:00,"""It was just surreal"": American describes being in plane that missed the runway https://t.co/Q1OgxUcE55 https://t.co/pPtAEftgEJ",-0.296,0.0,0.864,0.136,98
CBSNews,2018-09-29 01:25:03+00:00,SEC fraud suit against Elon Musk threatens to unravel Tesla https://t.co/1IztOmZNUC https://t.co/LPHirS9UhG,-0.7506,0.0,0.61,0.39,99
CBSNews,2018-09-29 01:04:30+00:00,Investigators search for clues after body believed to missing 6-year-old boy found https://t.co/WKpcxGEjn2 https://t.co/UZ25tWwzzp,-0.296,0.0,0.855,0.145,100
CNN,2018-09-30 02:00:13+00:00,"SiriusXM is buying Pandora in a $3.5 billion deal, which will create the world's largest audio entertainment companâ€¦ https://t.co/mHXQZC5D4q",0.5994,0.234,0.766,0.0,1
CNN,2018-09-30 01:00:08+00:00,Only these 8 states require sex education classes to mention consent https://t.co/joJ5Fkhkan https://t.co/3VmFDbGc5L,0.2263,0.147,0.853,0.0,2
CNN,2018-09-30 00:31:16+00:00,Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown' revival -- playing a woman inâ€¦ https://t.co/CaXmdL9s9b,0.4404,0.187,0.813,0.0,3
CNN,2018-09-30 00:00:11+00:00,The attack on Facebook that exposed nearly 50 million users' information is the largest hack ever for the companyâ€¦ https://t.co/T2vOGRm0Ry,-0.5267,0.0,0.804,0.196,4
CNN,2018-09-29 23:11:11+00:00,North Carolina is among the 8 states that require sex education classes to mention consent. A map in an earlier tweâ€¦ https://t.co/GUCQpYwvBA,0.2263,0.091,0.909,0.0,5
CNN,2018-09-29 23:00:09+00:00,"A 13-year-old boy was attacked Saturday by a shark while diving for lobsters in waters off Encinitas, California, aâ€¦ https://t.co/jNMREHePwO",-0.4019,0.064,0.788,0.148,6
CNN,2018-09-29 22:45:07+00:00,"Alas, an asteroid shaped like a skull is NOT going to zip by Earth this Halloween https://t.co/Va32inAu8z https://t.co/fYHvcOm0Bt",0.1027,0.128,0.765,0.107,7
CNN,2018-09-29 22:30:11+00:00,"Nearly two years to the day after its inaugural march, thousands are expected to take to the streets again early neâ€¦ https://t.co/dzj1GMnykd",0.0,0.0,1.0,0.0,8
CNN,2018-09-29 22:00:10+00:00,"JUST IN: Elon Musk agrees to pay $20 million and quit as Tesla chairman in deal with SEC
https://t.co/SIweOPR39g https://t.co/fluv7kgynH",0.1027,0.085,0.849,0.066,9
CNN,2018-09-29 22:00:07+00:00,"Meet the ""Hurricane Cowboy"" who's rescuing animals in Florence's aftermath https://t.co/RkgzcXnl3A https://t.co/KgBHD2Pnbk",0.0,0.0,1.0,0.0,10
CNN,2018-09-29 21:46:03+00:00,Alyssa Milano says that while it was difficult to be in the room when Brett Kavanaugh and Christine Blasey Ford tesâ€¦ https://t.co/dBXUbdEekE,-0.3612,0.0,0.894,0.106,11
CNN,2018-09-29 21:28:04+00:00,Jeff Flake's moment: How a reliable conservative cast Brett Kavanaugh's Supreme Court confirmation into doubtâ€¦ https://t.co/wAvxOyw2ul,0.5574,0.205,0.795,0.0,12
CNN,2018-09-29 21:14:21+00:00,Watch a rare gulper eel change its shape right before your eyes -- a unique method it uses to intimidate predatorsâ€¦ https://t.co/HgiqqNBfto,-0.2023,0.0,0.913,0.087,13
CNN,2018-09-29 21:00:10+00:00,"The FBI has reached out to Deborah Ramirez, who has accused Brett Kavanaugh of inappropriate sexual behavior when tâ€¦ https://t.co/WEbuyKazm7",-0.2023,0.065,0.833,0.102,14
CNN,2018-09-29 20:31:05+00:00,Why the world's leaders may regret laughing at Donald Trump | By Nic Robertson for @CNNOpinionâ€¦ https://t.co/OSqC3AWTmf,0.1027,0.16,0.7,0.14,15
CNN,2018-09-29 20:00:31+00:00,"""What is... yes?"" A ""Jeopardy!"" contestant surprised his girlfriend with a marriage proposal https://t.co/65FSnOOE7M https://t.co/O5nJzZCYM8",0.2942,0.154,0.846,0.0,16
CNN,2018-09-29 19:31:06+00:00,"Ciham Ali Ahmed was imprisoned at 15 years old. Now six years later, her family says they don't know where she is oâ€¦ https://t.co/07xI3uUH7M",-0.4588,0.0,0.885,0.115,17
CNN,2018-09-29 19:00:30+00:00,"Itâ€™s a devastating scene, and the reality of so many parents addicted to drugs. @lisaling gives us a heartbreakingâ€¦ https://t.co/sXEhUoMmu6",-0.6486,0.0,0.798,0.202,18
CNN,2018-09-29 18:31:05+00:00,Only these 8 states require sex education classes to mention consent https://t.co/iEMukcvLni https://t.co/tSeUG8ez0x,0.2263,0.147,0.853,0.0,19
CNN,2018-09-29 18:00:36+00:00,"Called ""The Passion Diamond Shoes"", these gold and diamond-encrusted stilettos are believed to be the world's mostâ€¦ https://t.co/zjDnYO6jGI",0.6597,0.252,0.748,0.0,20
CNN,2018-09-29 17:30:38+00:00,"She learned to swim at age 50 and now has 271 medals. Oh, and she's blind. https://t.co/sSLpHYEdqC https://t.co/5iguBTXFez",-0.4019,0.0,0.863,0.137,21
CNN,2018-09-29 17:20:08+00:00,"Two police officers were killed in a shootout early Saturday in Brookhaven, Mississippi, a state official said. https://t.co/sWEwLdiMHf",-0.6705,0.0,0.769,0.231,22
CNN,2018-09-29 16:30:13+00:00,"A 33-year-old vet went to the VA for help. Hours later, he took his own life. https://t.co/Fv9cfLdrE9",0.4019,0.153,0.847,0.0,23
CNN,2018-09-29 16:00:10+00:00,At least 384 are dead and hundreds injured after a tsunami and earthquake in Indonesia https://t.co/6QMEFJopLb https://t.co/IYCYKfCIUU,-0.7906,0.0,0.667,0.333,24
CNN,2018-09-29 15:46:07+00:00,"Leland Ingham Keyser, a friend of Christine Blasey Ford, is not refuting Ford's allegation and will cooperate withâ€¦ https://t.co/TJafi07Kia",0.4939,0.158,0.842,0.0,25
CNN,2018-09-29 15:17:19+00:00,Typhoon Trami is unleashing heavy winds and rain on southern Japan as it slowly marches toward the nation's main isâ€¦ https://t.co/6mrQrfOpXW,0.0,0.0,1.0,0.0,26
CNN,2018-09-29 14:01:06+00:00,"A Mediterranean diet -- rich in vegetables, fruits, nuts and fish -- could help lower a person's risk of depressionâ€¦ https://t.co/qsWWdCkbp1",0.1779,0.234,0.52,0.245,27
CNN,2018-09-29 13:46:06+00:00,Shockwaves from the massive bombing raids during World War II reached the edge of space and weakened the Earth's upâ€¦ https://t.co/8KgMQNawGx,-0.7003,0.055,0.703,0.242,28
CNN,2018-09-29 13:31:00+00:00,Former presidential candidate Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown'â€¦ https://t.co/4LW4920YfF,0.2732,0.116,0.884,0.0,29
CNN,2018-09-29 13:16:03+00:00,"Is Emmanuel Macron the new Tony Blair -- lauded abroad, mocked at home? | Analysis by CNN's Melissa Bellâ€¦ https://t.co/Qss2RgsvMs",-0.3182,0.0,0.887,0.113,30
CNN,2018-09-29 13:01:12+00:00,"A dog lost part of her skull to cancer, so researchers 3D-printed a plate to replace it https://t.co/SxpvzKORbT https://t.co/UESQOryY0Y",-0.7717,0.0,0.691,0.309,31
CNN,2018-09-29 12:46:06+00:00,"""Millions of Americans could follow live something that looked like a search for truth, but only on the surface. ..â€¦ https://t.co/nAkVIZdR96",0.34,0.159,0.841,0.0,32
CNN,2018-09-29 12:31:00+00:00,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from frâ€¦ https://t.co/NLz9VFBdx5,-0.1779,0.0,0.922,0.078,33
CNN,2018-09-29 12:16:05+00:00,One of the women who confronted Sen. Jeff Flake in a Capitol elevator Friday said she hopes other Republican senatoâ€¦ https://t.co/GL6sJnfjpG,0.25,0.124,0.796,0.08,34
CNN,2018-09-29 12:00:24+00:00,"Instagram-friendly food. Yes, please. #NoFilter. Travel to Asturias, Spain on an all-new #PartsUnknown, Sunday at 9â€¦ https://t.co/4uAoNu4idr",0.6124,0.25,0.75,0.0,35
CNN,2018-09-29 11:46:03+00:00,Jeff Flake's moment: How a reliable conservative cast Brett Kavanaugh's Supreme Court confirmation into doubtâ€¦ https://t.co/DIRC09z8tk,0.5574,0.205,0.795,0.0,36
CNN,2018-09-29 11:31:00+00:00,Meet DJ Switch: A 10-year-old girl from Ghana who wants to be a gynecologist when she grows up. Erica Armah Bra-Bulâ€¦ https://t.co/PyxMF661f6,0.0,0.0,1.0,0.0,37
CNN,2018-09-29 11:16:02+00:00,An American flag shown on a livestream as it was shredded by the fury of Hurricane Florence is being auctioned to hâ€¦ https://t.co/8WsJqWsBnN,-0.5719,0.0,0.85,0.15,38
CNN,2018-09-29 11:01:05+00:00,Cutting-edge research on an ancient mummy shows that Egyptians were embalming bodies in prehistoric times https://t.co/GwmUQHSQW0,0.0,0.0,1.0,0.0,39
CNN,2018-09-29 11:01:00+00:00,This Ohio town celebrated Christmas a few months early this year for a 2-year-old with brain cancerâ€¦ https://t.co/FIO0Ia2eWO,0.5719,0.198,0.802,0.0,40
CNN,2018-09-29 10:46:02+00:00,"An estimated 80,000 Americans died of flu and its complications last winter, the CDC says, making it the deadliestâ€¦ https://t.co/S9vUosYzPB",-0.7351,0.0,0.744,0.256,41
CNN,2018-09-29 10:31:00+00:00,SiriusXM is buying Pandora in a $3.5 billion all-stock deal. The deal will create the world's largest audio entertaâ€¦ https://t.co/pBImRwJDun,0.2732,0.104,0.896,0.0,42
CNN,2018-09-29 10:16:23+00:00,4-year-old Florence didn't like sharing her name with a bad hurricane. So she did something about it.â€¦ https://t.co/xyubP5kQJJ,-0.7871,0.0,0.638,0.362,43
CNN,2018-09-29 10:01:03+00:00,"A newly discovered dinosaur species that's believed to have weighed 26,000 pounds was the largest land animal of itâ€¦ https://t.co/9ECuIOr32E",0.0,0.0,1.0,0.0,44
CNN,2018-09-29 09:46:06+00:00,A health crisis turned this Trump voter into a Democrat supporter https://t.co/6fbxhN0Gq3 https://t.co/Pa6ykEVDGy,-0.4588,0.138,0.592,0.27,45
CNN,2018-09-29 09:31:00+00:00,"This 7-year-old girl wowed a crowd with a stunning rendition of the ""Star-Spangled Banner"" https://t.co/pSUda8DlDK",0.7351,0.36,0.64,0.0,46
CNN,2018-09-29 09:16:04+00:00,"Researchers used a gene editing tool to wipe out a population of malaria-carrying mosquitoes in a lab, raising theâ€¦ https://t.co/8CBwo1R2MV",0.0,0.0,1.0,0.0,47
CNN,2018-09-29 09:01:04+00:00,Here's what Jeff Flake just did -- and what it means for Brett Kavanaugh | Analysis by @CillizzaCNNâ€¦ https://t.co/JCySrc71ZI,0.0,0.0,1.0,0.0,48
CNN,2018-09-29 08:46:05+00:00,Tom Hanks is ready to be your neighbor -- as Mister Rogers in an upcoming and as-yet-untitled film about the childrâ€¦ https://t.co/7eSkMCA6HC,0.3612,0.106,0.894,0.0,49
CNN,2018-09-29 08:32:00+00:00,Rescuers scrambled to find survivors after a powerful earthquake hit the Indonesian island of Sulawesi and triggereâ€¦ https://t.co/7RA9NcPQgT,0.4215,0.149,0.851,0.0,50
CNN,2018-09-29 08:31:00+00:00,Watch a rare gulper eel change its shape right before your eyes -- a unique method it uses to intimidate predatorsâ€¦ https://t.co/nzC3Cnofq9,-0.2023,0.0,0.913,0.087,51
CNN,2018-09-29 08:16:02+00:00,The first case of rat hepatitis E has been discovered in a human https://t.co/lvjXReLtiT https://t.co/lX83xliAkt,0.0,0.0,1.0,0.0,52
CNN,2018-09-29 08:01:06+00:00,"He was the only one in his family to survive the Holocaust, and he's pushing Oregon state legislators to mandate thâ€¦ https://t.co/WzvGKIqO9Q",0.0,0.0,1.0,0.0,53
CNN,2018-09-29 07:46:06+00:00,"With six months to go before Britain formally leaves the European Union, Brexit has never looked more baffling | Anâ€¦ https://t.co/LyMCpo7ZsR",0.0,0.0,1.0,0.0,54
